prompts,results
"i have toothache, restlessness, ear pain, skin irritation, pain in gums. what disease do i have?",you have dental caries.
"i have skin swelling, facial pain, ear pain, jaw swelling, mouth pain. what disease do i have?",you have dental caries.
"i have toothache, peripheral edema, ear pain, jaw swelling, skin irritation. what disease do i have?",you have dental caries.
"i have facial pain, restlessness, peripheral edema, neck swelling, gum pain. what disease do i have?",you have dental caries.
"i have shortness of breath, sharp chest pain, nausea, arm swelling, symptoms of the kidneys. what disease do i have?",you have kidney failure.
"i have sharp chest pain, vomiting, swollen abdomen, symptoms of the kidneys. what disease do i have?",you have kidney failure.
"i have shortness of breath, sharp chest pain, vomiting, arm swelling, swollen abdomen. what disease do i have?",you have kidney failure.
"i have sharp chest pain, headache, arm pain, back pain, loss of sensation. what disease do i have?",you have muscle spasm.
"i have headache, arm pain, neck pain, low back pain, loss of sensation. what disease do i have?",you have muscle spasm.
"i have sharp chest pain, abnormal involuntary movements, leg pain, back pain, loss of sensation, muscle cramps, contractures, or spasms. what disease do i have?",you have muscle spasm.
"i have sharp chest pain, regurgitation, burning abdominal pain, upper abdominal pain, regurgitation.1. what disease do i have?",you have gastroparesis.
"i have sharp chest pain, vomiting, nausea, regurgitation, burning abdominal pain, regurgitation.1. what disease do i have?",you have gastroparesis.
"i have vaginal itching, problems during pregnancy, fluid retention, itching of skin, skin dryness, peeling, scaliness, or roughness, itchy scalp. what disease do i have?",you have itching of unknown cause.
"i have abnormal appearing skin, problems during pregnancy, allergic reaction, fluid retention, itching of skin, skin dryness, peeling, scaliness, or roughness, itchy scalp. what disease do i have?",you have itching of unknown cause.
"i have hoarse voice, plugged feeling in ear, hemoptysis, mouth pain. what disease do i have?",you have head and neck cancer.
"i have difficulty in swallowing, hot flashes, weight gain, fatigue. what disease do i have?",you have goiter.
"i have retention of urine, involuntary urination, blood in urine, excessive urination at night, constipation. what disease do i have?",you have urge incontinence.
"i have retention of urine, vaginal itching, blood in urine, constipation. what disease do i have?",you have urge incontinence.
"i have retention of urine, painful urination, blood in urine, excessive urination at night, symptoms of bladder. what disease do i have?",you have urge incontinence.
"i have white discharge from eye, diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, eye redness, lacrimation, eyelid swelling. what disease do i have?",you have corneal abrasion.
"i have white discharge from eye, diminished vision, foreign body sensation in eye, eye redness, lacrimation, eyelid swelling. what disease do i have?",you have corneal abrasion.
"i have white discharge from eye, diminished vision, symptoms of eye, foreign body sensation in eye, lacrimation. what disease do i have?",you have corneal abrasion.
"i have white discharge from eye, diminished vision, pain in eye, foreign body sensation in eye, eye redness, lacrimation, eyelid swelling. what disease do i have?",you have corneal abrasion.
"i have anxiety and nervousness, depression, depressive or psychotic symptoms, insomnia, excessive anger, disturbance of memory, temper problems, loss of sex drive. what disease do i have?",you have dysthymic disorder.
"i have sharp chest pain, palpitations, heartburn, fatigue, recent pregnancy. what disease do i have?",you have hypertensive heart disease.
"i have depression, abnormal involuntary movements, hostile behavior, drug abuse. what disease do i have?",you have drug abuse (barbiturates).
"i have hot flashes, absence of menstruation, unpredictable menstruation. what disease do i have?",you have polycystic ovarian syndrome (pcos).
"i have dizziness, insomnia, disturbance of memory. what disease do i have?",you have encephalitis.
"i have dizziness, headache, loss of sensation, disturbance of memory. what disease do i have?",you have encephalitis.
"i have cough, suprapubic pain, painful urination, abnormal appearing skin, skin rash, penis pain. what disease do i have?",you have balanitis.
"i have suprapubic pain, painful urination, penis pain. what disease do i have?",you have balanitis.
"i have cough, suprapubic pain, skin rash, penis pain, penis redness, diaper rash. what disease do i have?",you have balanitis.
"i have itching of skin, penis pain, penis redness. what disease do i have?",you have balanitis.
"i have sore throat, cough, throat swelling, difficulty in swallowing, vomiting. what disease do i have?",you have foreign body in the throat.
"i have depression, hostile behavior, delusions or hallucinations, fears and phobias. what disease do i have?",you have drug abuse (cocaine).
"i have depressive or psychotic symptoms, dizziness, abusing alcohol, fainting, seizures. what disease do i have?",you have alcohol withdrawal.
"i have abnormal involuntary movements, vomiting, seizures, delusions or hallucinations. what disease do i have?",you have alcohol withdrawal.
"i have depressive or psychotic symptoms, abnormal involuntary movements, fainting. what disease do i have?",you have alcohol withdrawal.
"i have difficulty speaking, arm stiffness or tightness, problems with movement, weakness, loss of sensation, slurring words. what disease do i have?",you have hemiplegia.
"i have difficulty speaking, arm stiffness or tightness, loss of sensation, slurring words. what disease do i have?",you have hemiplegia.
"i have wrist pain, wrist swelling, knee pain, ankle pain, problems with movement, knee stiffness or tightness. what disease do i have?",you have joint effusion.
"i have difficulty speaking, headache, weakness, decreased appetite, focal weakness, slurring words. what disease do i have?",you have brain cancer.
"i have sore throat, nasal congestion, headache, itchiness of eye. what disease do i have?",you have seasonal allergies (hay fever).
"i have ear pain, frontal headache, lacrimation, itchiness of eye, coryza. what disease do i have?",you have seasonal allergies (hay fever).
"i have cough, decreased appetite, hemoptysis, leg weakness. what disease do i have?",you have lung cancer.
"i have white discharge from eye, symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye. what disease do i have?",you have dry eye of unknown cause.
"i have white discharge from eye, double vision, abnormal movement of eyelid, eye redness, lacrimation, itchiness of eye. what disease do i have?",you have dry eye of unknown cause.
"i have diminished vision, symptoms of eye, pain in eye, abnormal movement of eyelid, spots or clouds in vision, eye redness, itchiness of eye. what disease do i have?",you have dry eye of unknown cause.
"i have white discharge from eye, pain in eye, foreign body sensation in eye, eye redness, lacrimation, itchiness of eye. what disease do i have?",you have dry eye of unknown cause.
"i have acne or pimples, irregular appearing scalp, pelvic pain, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation, skin rash. what disease do i have?",you have fungal infection of the hair.
"i have skin lesion, acne or pimples, skin growth, pelvic pain, skin dryness, peeling, scaliness, or roughness, skin irritation, itchy scalp, skin rash. what disease do i have?",you have fungal infection of the hair.
"i have acne or pimples, irregular appearing scalp, skin dryness, peeling, scaliness, or roughness, itchy scalp, skin rash. what disease do i have?",you have fungal infection of the hair.
"i have skin swelling, abnormal appearing skin, acne or pimples, pelvic pain, skin irritation, skin rash. what disease do i have?",you have fungal infection of the hair.
"i have abnormal appearing skin, skin growth, itchy scalp. what disease do i have?",you have fungal infection of the hair.
"i have skin swelling, toothache, jaw swelling, neck swelling, gum pain, mouth pain. what disease do i have?",you have tooth abscess.
"i have arm swelling, paresthesia, allergic reaction, fluid retention. what disease do i have?",you have envenomation from spider or animal bite.
"i have pain of the anus, rectal bleeding. what disease do i have?",you have rectal disorder.
"i have pain of the anus, rectal bleeding, itching of the anus. what disease do i have?",you have rectal disorder.
"i have sharp abdominal pain, burning abdominal pain, heartburn, melena, rectal bleeding, itching of the anus. what disease do i have?",you have rectal disorder.
"i have shortness of breath, cough, headache, peripheral edema. what disease do i have?",you have sarcoidosis.
"i have shortness of breath, sharp chest pain, chest tightness, headache, facial pain, pain in eye, peripheral edema. what disease do i have?",you have sarcoidosis.
"i have sharp chest pain, facial pain, pain in eye. what disease do i have?",you have sarcoidosis.
"i have abnormal appearing skin, eye burns or stings, mass on eyelid, eyelid swelling, eyelid lesion or rash. what disease do i have?",you have stye.
"i have abnormal appearing skin, symptoms of eye, eye redness, itchiness of eye, eye burns or stings, swollen eye. what disease do i have?",you have stye.
"i have skin swelling, abnormal appearing skin, pain in eye, itchiness of eye, eye burns or stings, eyelid swelling. what disease do i have?",you have stye.
"i have abnormal appearing skin, skin lesion, acne or pimples, skin moles. what disease do i have?",you have atrophic skin condition.
"i have lower abdominal pain, blood in urine, problems during pregnancy, back cramps or spasms. what disease do i have?",you have uterine atony.
"i have pain during pregnancy, spotting or bleeding during pregnancy, back cramps or spasms. what disease do i have?",you have uterine atony.
"i have lower abdominal pain, intermenstrual bleeding, spotting or bleeding during pregnancy, uterine contractions, back cramps or spasms. what disease do i have?",you have uterine atony.
"i have sharp abdominal pain, lower abdominal pain, intermenstrual bleeding, spotting or bleeding during pregnancy, back cramps or spasms. what disease do i have?",you have uterine atony.
"i have cough, lip swelling, toothache, fever, gum pain. what disease do i have?",you have oral mucosal lesion.
"i have cough, lip swelling, facial pain, mouth ulcer, fever, gum pain. what disease do i have?",you have oral mucosal lesion.
"i have hand or finger stiffness or tightness, knee pain, bones are painful. what disease do i have?",you have systemic lupus erythematosis (sle).
"i have leg pain, hand or finger pain, wrist swelling, knee pain, hand or finger lump or mass, wrist lump or mass. what disease do i have?",you have ganglion cyst.
"i have leg pain, knee pain, foot or toe pain, knee lump or mass, hand or finger lump or mass, wrist lump or mass. what disease do i have?",you have ganglion cyst.
"i have sharp abdominal pain, vomiting blood, difficulty breathing. what disease do i have?",you have folate deficiency.
"i have abnormal appearing skin, acne or pimples, skin growth, irregular appearing scalp, itching of skin, skin dryness, peeling, scaliness, or roughness. what disease do i have?",you have skin disorder.
"i have skin swelling, acne or pimples, skin growth, itching of skin. what disease do i have?",you have skin disorder.
"i have skin swelling, abnormal appearing skin, irregular appearing scalp, itching of skin. what disease do i have?",you have skin disorder.
"i have abnormal appearing skin, skin lesion, irregular appearing scalp, skin moles. what disease do i have?",you have skin disorder.
"i have headache, toothache, facial pain, mouth ulcer, peripheral edema, jaw swelling, pain in gums. what disease do i have?",you have tooth disorder.
"i have headache, peripheral edema, jaw swelling, gum pain, bleeding gums. what disease do i have?",you have tooth disorder.
"i have facial pain, mouth ulcer, peripheral edema, gum pain, pain in gums. what disease do i have?",you have tooth disorder.
"i have headache, facial pain, mouth ulcer, ear pain, jaw swelling, gum pain, bleeding gums, pain in gums. what disease do i have?",you have tooth disorder.
"i have facial pain, peripheral edema, bleeding gums. what disease do i have?",you have tooth disorder.
"i have shortness of breath, chest tightness, irregular heartbeat, fainting, arm pain, burning chest pain, sweating. what disease do i have?",you have heart attack.
"i have chest tightness, fainting, nausea, burning chest pain. what disease do i have?",you have heart attack.
"i have sharp chest pain, fainting, heartburn, increased heart rate, burning chest pain, sweating. what disease do i have?",you have heart attack.
"i have shortness of breath, sharp chest pain, irregular heartbeat, fainting, nausea, increased heart rate, burning chest pain, sweating. what disease do i have?",you have heart attack.
"i have shortness of breath, chest tightness, irregular heartbeat, nausea, arm pain, burning chest pain. what disease do i have?",you have heart attack.
"i have shortness of breath, fainting, increased heart rate. what disease do i have?",you have heart attack.
"i have shortness of breath, sharp chest pain, chest tightness, irregular heartbeat, nausea, increased heart rate, sweating. what disease do i have?",you have heart attack.
"i have sharp abdominal pain, irregular belly button. what disease do i have?",you have open wound of the abdomen.
"i have leg pain, knee pain, ankle pain, problems with movement, leg stiffness or tightness. what disease do i have?",you have fracture of the leg.
"i have knee weakness, problems with movement, leg stiffness or tightness, ankle swelling. what disease do i have?",you have fracture of the leg.
"i have hip pain, ankle pain, knee weakness, ankle swelling. what disease do i have?",you have fracture of the leg.
"i have cough, nasal congestion, irritable infant, mouth ulcer, fever, tongue lesions. what disease do i have?",you have oral thrush (yeast infection).
"i have sore throat, irritable infant, mouth ulcer, constipation. what disease do i have?",you have oral thrush (yeast infection).
"i have dizziness, abnormal involuntary movements, fainting, feeling ill, headache, weakness. what disease do i have?",you have orthostatic hypotension.
"i have dizziness, abnormal involuntary movements, irregular heartbeat, feeling ill, headache, weakness. what disease do i have?",you have orthostatic hypotension.
"i have shortness of breath, insomnia, difficulty in swallowing, weight gain, sleepiness, apnea. what disease do i have?",you have obstructive sleep apnea (osa).
"i have insomnia, abnormal involuntary movements, mouth dryness, difficulty breathing, abnormal breathing sounds, sweating. what disease do i have?",you have obstructive sleep apnea (osa).
"i have insomnia, difficulty in swallowing, mouth dryness, difficulty breathing, fatigue, sleepiness, abnormal breathing sounds, sweating. what disease do i have?",you have obstructive sleep apnea (osa).
"i have shortness of breath, abnormal involuntary movements, mouth dryness, fatigue, abnormal breathing sounds, sweating. what disease do i have?",you have obstructive sleep apnea (osa).
"i have skin swelling, skin growth, irregular appearing scalp, skin moles, joint pain. what disease do i have?",you have psoriasis.
"i have skin swelling, abnormal appearing skin, skin growth, irregular appearing scalp, skin moles, itching of skin, skin dryness, peeling, scaliness, or roughness, itchy scalp. what disease do i have?",you have psoriasis.
"i have skin swelling, skin lesion, irregular appearing scalp, itching of skin, skin dryness, peeling, scaliness, or roughness, itchy scalp. what disease do i have?",you have psoriasis.
"i have skin swelling, abnormal appearing skin, irregular appearing scalp, skin moles, skin rash. what disease do i have?",you have psoriasis.
i have sharp abdominal pain. what disease do i have?,you have cervicitis.
"i have suprapubic pain, sharp abdominal pain, nausea, vaginal itching, painful urination, pain during pregnancy, pelvic pain. what disease do i have?",you have cervicitis.
"i have sharp chest pain, nasal congestion, throat swelling, difficulty in swallowing, headache. what disease do i have?",you have abscess of the pharynx.
"i have sharp chest pain, throat swelling, difficulty in swallowing. what disease do i have?",you have abscess of the pharynx.
"i have cough, throat swelling, headache, fever. what disease do i have?",you have abscess of the pharynx.
"i have pelvic pain, knee pain, joint pain, groin pain, hip stiffness or tightness. what disease do i have?",you have arthritis of the hip.
"i have hip pain, back pain, low back pain, knee pain, ache all over, joint pain. what disease do i have?",you have arthritis of the hip.
"i have hip pain, knee pain, hip stiffness or tightness. what disease do i have?",you have arthritis of the hip.
"i have hoarse voice, nasal congestion, throat feels tight, ear pain, itchy ear(s). what disease do i have?",you have sensorineural hearing loss.
"i have hoarse voice, nasal congestion, throat feels tight, plugged feeling in ear, itchy ear(s). what disease do i have?",you have sensorineural hearing loss.
"i have hoarse voice, ear pain, plugged feeling in ear, itchy ear(s). what disease do i have?",you have sensorineural hearing loss.
"i have hip pain, bones are painful, disturbance of memory, leg cramps or spasms, joint pain, early or late onset of menopause. what disease do i have?",you have osteoporosis.
"i have disturbance of memory, leg cramps or spasms, joint pain, muscle cramps, contractures, or spasms. what disease do i have?",you have osteoporosis.
"i have hip pain, back pain, disturbance of memory, leg cramps or spasms. what disease do i have?",you have osteoporosis.
"i have sharp abdominal pain, nausea, diarrhea, constipation. what disease do i have?",you have ileus.
"i have sharp chest pain, leg pain, hip pain, vomiting, arm pain, back pain, low back pain, burning abdominal pain, knee pain. what disease do i have?",you have sickle cell crisis.
"i have hip pain, sharp abdominal pain, vomiting, arm pain, knee pain, ache all over. what disease do i have?",you have sickle cell crisis.
"i have hip pain, back pain, burning abdominal pain, knee pain, ache all over. what disease do i have?",you have sickle cell crisis.
"i have leg pain, sharp abdominal pain, vomiting, arm pain, back pain, low back pain, knee pain, ache all over. what disease do i have?",you have sickle cell crisis.
"i have sharp abdominal pain, vaginal itching, painful urination, blood in urine, penis pain, penile discharge. what disease do i have?",you have urethritis.
"i have suprapubic pain, vaginal itching, painful urination, blood in urine, penis pain. what disease do i have?",you have urethritis.
"i have suprapubic pain, painful urination, blood in urine, penile discharge. what disease do i have?",you have urethritis.
"i have retention of urine, lower abdominal pain, blood in urine, impotence. what disease do i have?",you have prostatitis.
"i have sharp abdominal pain, painful urination, lower abdominal pain, impotence, chills. what disease do i have?",you have prostatitis.
"i have retention of urine, sharp abdominal pain, frequent urination, lower abdominal pain, blood in urine, back pain, fever. what disease do i have?",you have prostatitis.
"i have retention of urine, frequent urination, back pain, fever. what disease do i have?",you have prostatitis.
"i have retention of urine, sharp abdominal pain, blood in urine, back pain, impotence, chills. what disease do i have?",you have prostatitis.
"i have sharp abdominal pain, painful urination, lower abdominal pain, blood in urine, back pain, impotence, chills. what disease do i have?",you have prostatitis.
"i have cough, diminished hearing, facial pain, ringing in ear, itchy ear(s), fluid in ear. what disease do i have?",you have otitis externa (swimmer's ear).
"i have sore throat, diminished hearing, facial pain, ear pain, ringing in ear, itchy ear(s), fever, redness in ear. what disease do i have?",you have otitis externa (swimmer's ear).
"i have sore throat, cough, ear pain, ringing in ear, plugged feeling in ear, itchy ear(s). what disease do i have?",you have otitis externa (swimmer's ear).
"i have ear pain, ringing in ear, plugged feeling in ear, itchy ear(s), fever, redness in ear. what disease do i have?",you have otitis externa (swimmer's ear).
"i have emotional symptoms, symptoms of the scrotum and testes, pain in testicles, back pain. what disease do i have?",you have testicular torsion.
"i have suprapubic pain, symptoms of the scrotum and testes, involuntary urination, symptoms of bladder. what disease do i have?",you have urethral stricture.
"i have dizziness, sharp abdominal pain, diminished vision, spotting or bleeding during pregnancy. what disease do i have?",you have hydatidiform mole.
"i have dizziness, headache, low back pain, neck stiffness or tightness. what disease do i have?",you have pain disorder affecting the neck.
"i have insomnia, arm pain, low back pain, neck stiffness or tightness, disturbance of memory. what disease do i have?",you have pain disorder affecting the neck.
"i have shortness of breath, cough, irritable infant, vomiting, wheezing, difficulty breathing, coryza, hurts to breath. what disease do i have?",you have acute bronchiolitis.
"i have cough, nasal congestion, wheezing, fever, pulling at ears. what disease do i have?",you have acute bronchiolitis.
"i have cough, vomiting, decreased appetite, coryza, pulling at ears, hurts to breath. what disease do i have?",you have acute bronchiolitis.
"i have cough, vomiting, pulling at ears, hurts to breath. what disease do i have?",you have acute bronchiolitis.
"i have shortness of breath, irritable infant, vomiting. what disease do i have?",you have acute bronchiolitis.
"i have cough, wheezing, difficulty breathing, coryza. what disease do i have?",you have acute bronchiolitis.
"i have difficulty speaking, diminished vision, symptoms of eye, pain in eye, spots or clouds in vision. what disease do i have?",you have presbyopia.
"i have difficulty speaking, diminished vision, symptoms of eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision. what disease do i have?",you have presbyopia.
"i have diminished vision, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision. what disease do i have?",you have presbyopia.
"i have depressive or psychotic symptoms, insomnia, abnormal involuntary movements, hostile behavior, problems with movement, disturbance of memory. what disease do i have?",you have dementia.
"i have skin swelling, hand or finger swelling, lip swelling, abnormal appearing skin, leg swelling, fluid retention, skin rash. what disease do i have?",you have insect bite.
"i have skin swelling, hand or finger swelling, lip swelling, skin lesion, peripheral edema, skin rash. what disease do i have?",you have insect bite.
"i have skin swelling, hand or finger swelling, lip swelling, abnormal appearing skin, skin lesion, fluid retention. what disease do i have?",you have insect bite.
"i have sharp chest pain, dizziness, chest tightness, fainting, weight gain, increased heart rate, fatigue. what disease do i have?",you have paroxysmal ventricular tachycardia.
"i have dizziness, chest tightness, irregular heartbeat, weight gain, increased heart rate, fatigue. what disease do i have?",you have paroxysmal ventricular tachycardia.
"i have shortness of breath, increased heart rate, fatigue. what disease do i have?",you have paroxysmal ventricular tachycardia.
"i have shortness of breath, dizziness, chest tightness, irregular heartbeat, weight gain, decreased heart rate, increased heart rate, fatigue. what disease do i have?",you have paroxysmal ventricular tachycardia.
"i have shortness of breath, dizziness, irregular heartbeat, decreased heart rate, fatigue. what disease do i have?",you have paroxysmal ventricular tachycardia.
"i have shortness of breath, sharp chest pain, chest tightness, irregular heartbeat, fainting, increased heart rate, fatigue. what disease do i have?",you have paroxysmal ventricular tachycardia.
"i have white discharge from eye, symptoms of eye, pain in eye. what disease do i have?",you have foreign body in the eye.
"i have shortness of breath, sharp chest pain, dizziness, headache, wheezing. what disease do i have?",you have poisoning due to gas.
"i have dizziness, cough, headache, wheezing, drainage in throat. what disease do i have?",you have poisoning due to gas.
"i have hand or finger pain, abnormal appearing skin, skin lesion, foot or toe swelling, skin rash. what disease do i have?",you have pyogenic skin infection.
"i have leg pain, skin lesion, foot or toe pain, leg swelling, foot or toe swelling. what disease do i have?",you have pyogenic skin infection.
"i have cough, abnormal appearing skin, pulling at ears, itching of skin, skin rash. what disease do i have?",you have viral exanthem.
"i have nasal congestion, decreased appetite, itching of skin, skin rash. what disease do i have?",you have viral exanthem.
"i have vomiting, abnormal appearing skin, decreased appetite, pulling at ears, itching of skin, skin rash. what disease do i have?",you have viral exanthem.
"i have vomiting, fever, pulling at ears. what disease do i have?",you have viral exanthem.
"i have sharp abdominal pain, nausea, diarrhea, burning abdominal pain, fever, chills, rectal bleeding. what disease do i have?",you have noninfectious gastroenteritis.
"i have sharp abdominal pain, headache, nausea, decreased appetite, fever, rectal bleeding, fluid retention. what disease do i have?",you have noninfectious gastroenteritis.
"i have sharp abdominal pain, vomiting, nausea, diarrhea, chills, fluid retention. what disease do i have?",you have noninfectious gastroenteritis.
"i have blood in stool, sharp abdominal pain, nausea, diarrhea, decreased appetite, fever, rectal bleeding. what disease do i have?",you have noninfectious gastroenteritis.
"i have retention of urine, involuntary urination, frequent urination, blood in urine, impotence, symptoms of prostate. what disease do i have?",you have benign prostatic hyperplasia (bph).
"i have retention of urine, swelling of scrotum, involuntary urination, frequent urination, blood in urine, impotence, symptoms of prostate, excessive urination at night, symptoms of bladder. what disease do i have?",you have benign prostatic hyperplasia (bph).
"i have frequent urination, symptoms of prostate, symptoms of bladder. what disease do i have?",you have benign prostatic hyperplasia (bph).
"i have pain in testicles, involuntary urination, impotence, symptoms of bladder. what disease do i have?",you have benign prostatic hyperplasia (bph).
"i have pain in testicles, involuntary urination, frequent urination, blood in urine, symptoms of prostate, symptoms of bladder, hesitancy, low urine output. what disease do i have?",you have benign prostatic hyperplasia (bph).
"i have retention of urine, involuntary urination, frequent urination, symptoms of prostate, excessive urination at night, symptoms of bladder, hesitancy, low urine output. what disease do i have?",you have benign prostatic hyperplasia (bph).
"i have diminished vision, double vision, symptoms of eye, pain in eye, spots or clouds in vision, itchiness of eye, blindness, cloudy eye. what disease do i have?",you have cataract.
"i have hip pain, headache, arm pain, back pain, low back pain, paresthesia, shoulder pain, lower body pain. what disease do i have?",you have spinal stenosis.
"i have leg pain, hip pain, headache, back pain, neck pain, low back pain, problems with movement, loss of sensation, lower body pain. what disease do i have?",you have spinal stenosis.
"i have hip pain, headache, arm pain, shoulder pain. what disease do i have?",you have spinal stenosis.
"i have hip pain, headache, arm pain, back pain, neck pain, problems with movement, lower body pain. what disease do i have?",you have spinal stenosis.
"i have retention of urine, sharp abdominal pain, vaginal itching. what disease do i have?",you have intestinal obstruction.
"i have retention of urine, vomiting, nausea, vaginal itching, pain of the anus, stomach bloating, constipation. what disease do i have?",you have intestinal obstruction.
"i have sharp chest pain, nasal congestion, headache, coughing up sputum, congestion in chest. what disease do i have?",you have acute bronchitis.
"i have shortness of breath, nasal congestion, headache, wheezing, fever, coryza. what disease do i have?",you have acute bronchitis.
"i have sharp chest pain, nasal congestion, headache, fever, coryza, congestion in chest. what disease do i have?",you have acute bronchitis.
"i have shortness of breath, wheezing, coughing up sputum, coryza, congestion in chest. what disease do i have?",you have acute bronchitis.
"i have shortness of breath, sharp chest pain, sore throat, cough, nasal congestion, difficulty breathing, coughing up sputum, coryza, congestion in chest. what disease do i have?",you have acute bronchitis.
"i have abnormal involuntary movements, vomiting. what disease do i have?",you have persistent vomiting of unknown cause.
"i have dizziness, abnormal involuntary movements, sharp abdominal pain, diarrhea, fever. what disease do i have?",you have persistent vomiting of unknown cause.
"i have sharp abdominal pain, headache, lower abdominal pain, pain during pregnancy, spots or clouds in vision, recent pregnancy. what disease do i have?",you have preeclampsia.
"i have sharp chest pain, dizziness, palpitations, throat feels tight, muscle pain, fatigue, lymphedema. what disease do i have?",you have ischemic heart disease.
"i have shortness of breath, sharp chest pain, dizziness, chest tightness, palpitations, peripheral edema, difficulty breathing, lymphedema. what disease do i have?",you have ischemic heart disease.
"i have dizziness, palpitations, peripheral edema, difficulty breathing, lymphedema. what disease do i have?",you have ischemic heart disease.
"i have chest tightness, muscle pain, difficulty breathing, fatigue. what disease do i have?",you have ischemic heart disease.
"i have sharp chest pain, dizziness, chest tightness. what disease do i have?",you have ischemic heart disease.
"i have shortness of breath, sharp chest pain, dizziness, chest tightness, throat feels tight, muscle pain, lymphedema. what disease do i have?",you have ischemic heart disease.
"i have shortness of breath, cough, fever, coryza. what disease do i have?",you have croup.
"i have hoarse voice, vomiting, fever, pulling at ears. what disease do i have?",you have croup.
"i have shortness of breath, hoarse voice, sore throat, nasal congestion, vomiting, fever, coryza. what disease do i have?",you have croup.
"i have shortness of breath, hoarse voice, nasal congestion, coryza, abnormal breathing sounds. what disease do i have?",you have croup.
"i have involuntary urination, vaginal discharge, heavy menstrual flow, painful menstruation. what disease do i have?",you have idiopathic excessive menstruation.
"i have intermenstrual bleeding, long menstrual periods, unpredictable menstruation, painful menstruation. what disease do i have?",you have idiopathic excessive menstruation.
"i have sharp abdominal pain, cramps and spasms, blood clots during menstrual periods, heavy menstrual flow, painful menstruation, frequent menstruation. what disease do i have?",you have idiopathic excessive menstruation.
"i have sharp abdominal pain, involuntary urination, vaginal discharge, cramps and spasms, long menstrual periods, unpredictable menstruation. what disease do i have?",you have idiopathic excessive menstruation.
"i have sharp abdominal pain, involuntary urination, cramps and spasms, blood clots during menstrual periods, long menstrual periods, heavy menstrual flow, unpredictable menstruation. what disease do i have?",you have idiopathic excessive menstruation.
"i have heavy menstrual flow, unpredictable menstruation, frequent menstruation. what disease do i have?",you have idiopathic excessive menstruation.
"i have depression, elbow weakness, hand or finger pain. what disease do i have?",you have dislocation of the wrist.
"i have ear pain, plugged feeling in ear, fluid in ear, redness in ear. what disease do i have?",you have ear drum damage.
"i have ringing in ear, plugged feeling in ear, pulling at ears, redness in ear. what disease do i have?",you have ear drum damage.
"i have nasal congestion, diminished hearing, pus draining from ear, ringing in ear, plugged feeling in ear. what disease do i have?",you have ear drum damage.
"i have cough, nasal congestion, pus draining from ear, ear pain, ringing in ear, plugged feeling in ear, redness in ear, bleeding from ear. what disease do i have?",you have ear drum damage.
"i have retention of urine, involuntary urination, frequent urination, blood in urine, impotence, excessive urination at night, loss of sex drive. what disease do i have?",you have erectile dysfunction.
"i have lower abdominal pain, blood in urine, regurgitation, regurgitation.1. what disease do i have?",you have temporary or benign blood in urine.
"i have retention of urine, suprapubic pain, sharp abdominal pain, painful urination, involuntary urination, frequent urination, symptoms of bladder. what disease do i have?",you have temporary or benign blood in urine.
"i have sharp abdominal pain, painful urination, frequent urination, blood in urine, symptoms of bladder. what disease do i have?",you have temporary or benign blood in urine.
"i have retention of urine, suprapubic pain, involuntary urination, regurgitation, regurgitation.1. what disease do i have?",you have temporary or benign blood in urine.
"i have suprapubic pain, sharp abdominal pain, painful urination, involuntary urination, frequent urination, lower abdominal pain, blood in urine, regurgitation, regurgitation.1. what disease do i have?",you have temporary or benign blood in urine.
"i have painful urination, back pain, regurgitation, regurgitation.1, symptoms of bladder. what disease do i have?",you have temporary or benign blood in urine.
"i have frequent urination, lower abdominal pain, blood in urine, regurgitation, regurgitation.1, symptoms of bladder. what disease do i have?",you have temporary or benign blood in urine.
"i have skin swelling, abnormal appearing skin, foot or toe pain, skin on leg or foot looks infected, too little hair. what disease do i have?",you have onychomycosis.
"i have retention of urine, suprapubic pain, sharp abdominal pain, vomiting, involuntary urination, side pain. what disease do i have?",you have urethral disorder.
"i have abusing alcohol, sharp abdominal pain, vomiting, involuntary urination. what disease do i have?",you have urethral disorder.
"i have depressive or psychotic symptoms, headache, abnormal appearing skin, fever, fatigue. what disease do i have?",you have lyme disease.
"i have intermenstrual bleeding, regurgitation, weight gain, regurgitation.1, heavy menstrual flow. what disease do i have?",you have iron deficiency anemia.
"i have dizziness, intermenstrual bleeding, weight gain, heavy menstrual flow. what disease do i have?",you have iron deficiency anemia.
"i have blood in stool, intermenstrual bleeding, heartburn, weakness, fatigue. what disease do i have?",you have iron deficiency anemia.
"i have depressive or psychotic symptoms, chest tightness, wheezing, fever, difficulty breathing, chills. what disease do i have?",you have acute respiratory distress syndrome (ards).
"i have depressive or psychotic symptoms, chest tightness, cough, wheezing, fever, chills. what disease do i have?",you have acute respiratory distress syndrome (ards).
"i have shortness of breath, fever, chills. what disease do i have?",you have acute respiratory distress syndrome (ards).
"i have involuntary urination, pain during intercourse, impotence. what disease do i have?",you have psychosexual disorder.
"i have involuntary urination, impotence, fatigue, loss of sex drive, premature ejaculation. what disease do i have?",you have psychosexual disorder.
